year,category,overallMotivation,id,motivation,share,Full Name
1977,medicine,,413,"""for the development of radioimmunoassays of peptide hormones""",2,Rosalyn Yalow
1976,chemistry,,249,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",1,William Lipscomb
1976,economics,,688,"""for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy""",1,Milton Friedman
1976,literature,,652,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",1,Saul Bellow
1976,peace,,535,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",2,Betty Williams
1976,peace,,536,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",2,Mairead Corrigan
1976,physics,,105,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",2,Burton Richter
1976,physics,,106,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",2,Samuel C.C. Ting
1976,medicine,,409,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",2,Baruch S. Blumberg
1976,medicine,,410,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",2,D. Carleton Gajdusek
1975,chemistry,,247,"""for his work on the stereochemistry of enzyme-catalyzed reactions""",2,John Cornforth
1975,chemistry,,248,"""for his research into the stereochemistry of organic molecules and reactions""",2,Vladimir Prelog
1975,economics,,686,"""for their contributions to the theory of optimum allocation of resources""",2,Leonid Vitaliyevich Kantorovich
1975,economics,,687,"""for their contributions to the theory of optimum allocation of resources""",2,Tjalling C. Koopmans
1975,literature,,651,"""for his distinctive poetry which with great artistic sensitivity has interpreted human values under the sign of an outlook on life with no illusions""",1,Eugenio Montale
1975,peace,,534,"""for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations""",1,Andrei Sakharov
1975,physics,,102,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",3,Aage N. Bohr
1975,physics,,103,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",3,Ben R. Mottelson
1975,physics,,104,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",3,James Rainwater
1975,medicine,,406,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",3,David Baltimore
1975,medicine,,407,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",3,Renato Dulbecco
1975,medicine,,408,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",3,Howard M. Temin
1974,chemistry,,246,"""for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules""",1,Paul J. Flory
1974,economics,,684,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena""",2,Gunnar Myrdal
1974,economics,,685,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena""",2,Friedrich von Hayek
1974,literature,,649,"""for a narrative art far-seeing in lands and ages in the service of freedom""",2,Eyvind Johnson
1974,literature,,650,"""for writings that catch the dewdrop and reflect the cosmos""",2,Harry Martinson
1974,peace,,532,"""for his efforts to secure and develop human rights throughout the world""",2,Seán MacBride
1974,peace,,533,"""for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty""",2,Eisaku Sato
1974,physics,,100,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",2,Martin Ryle
1974,physics,,101,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",2,Antony Hewish
1974,medicine,,403,"""for their discoveries concerning the structural and functional organization of the cell""",3,Albert Claude
1974,medicine,,404,"""for their discoveries concerning the structural and functional organization of the cell""",3,Christian de Duve
1974,medicine,,405,"""for their discoveries concerning the structural and functional organization of the cell""",3,George E. Palade
1973,chemistry,,244,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",2,Ernst Otto Fischer
1973,chemistry,,245,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",2,Geoffrey Wilkinson
1973,economics,,683,"""for the development of the input-output method and for its application to important economic problems""",1,Wassily Leontief
1973,literature,,648,"""for an epic and psychological narrative art which has introduced a new continent into literature""",1,Patrick White
1973,peace,,530,"""for jointly having negotiated a cease fire in Vietnam in 1973""",2,Henry Kissinger
1973,peace,,531,"""for jointly having negotiated a cease fire in Vietnam in 1973""",2,Le Duc Tho 
1973,physics,,97,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",4,Leo Esaki
1973,physics,,98,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",4,Ivar Giaever
1973,physics,,99,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects""",2,Brian D. Josephson
1973,medicine,,400,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",3,Karl von Frisch
1973,medicine,,401,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",3,Konrad Lorenz
1973,medicine,,402,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",3,Nikolaas Tinbergen
1972,chemistry,,241,"""for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation""",2,Christian Anfinsen
1972,chemistry,,242,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",4,Stanford Moore
1972,chemistry,,243,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",4,William H. Stein
1972,economics,,681,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",2,John R. Hicks
1972,economics,,682,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",2,Kenneth J. Arrow
1972,literature,,647,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",1,Heinrich Böll
1972,physics,,66,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",3,John Bardeen
1972,physics,,95,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",3,Leon N. Cooper
1972,physics,,96,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",3,Robert Schrieffer
1972,medicine,,398,"""for their discoveries concerning the chemical structure of antibodies""",2,Gerald M. Edelman
1972,medicine,,399,"""for their discoveries concerning the chemical structure of antibodies""",2,Rodney R. Porter
1971,chemistry,,240,"""for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals""",1,Gerhard Herzberg
1971,economics,,680,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",1,Simon Kuznets
1971,literature,,645,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",1,Pablo Neruda
1971,peace,,529,"""for paving the way for a meaningful dialogue between East and West""",1,Willy Brandt
1971,physics,,93,"""for his invention and development of the holographic method""",1,Dennis Gabor
1971,medicine,,397,"""for his discoveries concerning the mechanisms of the action of hormones""",1,Earl W. Sutherland Jr.
1970,chemistry,,239,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",1,Luis Leloir
1970,economics,,679,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",1,Paul A. Samuelson
1970,literature,,644,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",1,Alexandr Solzhenitsyn
1970,peace,,528,"""for having given a well-founded hope - the green revolution""",1,Norman Borlaug
1970,physics,,91,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",2,Hannes Alfvén
1970,physics,,92,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",2,Louis Néel
1970,medicine,,394,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",3,Sir Bernard Katz
1970,medicine,,395,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",3,Ulf von Euler
1970,medicine,,396,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",3,Julius Axelrod
1969,chemistry,,237,"""for their contributions to the development of the concept of conformation and its application in chemistry""",2,Derek Barton
1969,chemistry,,238,"""for their contributions to the development of the concept of conformation and its application in chemistry""",2,Odd Hassel
1969,economics,,677,"""for having developed and applied dynamic models for the analysis of economic processes""",2,Ragnar Frisch
1969,economics,,678,"""for having developed and applied dynamic models for the analysis of economic processes""",2,Jan Tinbergen
1969,literature,,643,"""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",1,Samuel Beckett
1969,peace,,527,"""for creating international legislation insuring certain norms for working conditions in every country""",1,International Labour Organization 
1969,physics,,90,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",1,Murray Gell-Mann
1969,medicine,,391,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3,Max Delbrück
1969,medicine,,392,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3,Alfred D. Hershey
1969,medicine,,393,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3,Salvador E. Luria
1968,chemistry,,236,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",1,Lars Onsager
1968,literature,,642,"""for his narrative mastery which with great sensibility expresses the essence of the Japanese mind""",1,Yasunari Kawabata
1968,peace,,526,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",1,René Cassin
1968,physics,,89,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1,Luis Alvarez
1968,medicine,,388,"""for their interpretation of the genetic code and its function in protein synthesis""",3,Robert W. Holley
1968,medicine,,389,"""for their interpretation of the genetic code and its function in protein synthesis""",3,H. Gobind Khorana
1968,medicine,,390,"""for their interpretation of the genetic code and its function in protein synthesis""",3,Marshall W. Nirenberg
1967,chemistry,,233,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",2,Manfred Eigen
1967,chemistry,,234,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",4,Ronald G.W. Norrish
1967,chemistry,,235,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",4,George Porter
1967,literature,,641,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1,Miguel Angel Asturias
1967,physics,,88,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",1,Hans Bethe
1967,medicine,,385,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3,Ragnar Granit
1967,medicine,,386,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3,Keffer Hartline
1967,medicine,,387,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3,George Wald
1966,chemistry,,232,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1,Robert S. Mulliken
1966,literature,,639,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",2,Shmuel Agnon
1966,literature,,640,"""for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength""",2,Nelly Sachs
1966,physics,,87,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1,Alfred Kastler
1966,medicine,,383,"""for his discovery of tumour-inducing viruses""",2,Peyton Rous
1966,medicine,,384,"""for his discoveries concerning hormonal treatment of prostatic cancer""",2,Charles B. Huggins
1965,chemistry,,231,"""for his outstanding achievements in the art of organic synthesis""",1,Robert B. Woodward
1965,literature,,638,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",1,Mikhail Sholokhov
1965,peace,,525,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",1,United Nations Children's Fund 
1965,physics,,84,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",3,Sin-Itiro Tomonaga
1965,physics,,85,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",3,Julian Schwinger
1965,physics,,86,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",3,Richard P. Feynman
1965,medicine,,380,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3,François Jacob
1965,medicine,,381,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3,André Lwoff
1965,medicine,,382,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3,Jacques Monod
1964,chemistry,,230,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1,Dorothy Crowfoot Hodgkin
1964,literature,,637,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",1,Jean-Paul Sartre
1964,peace,,524,"""for his non-violent struggle for civil rights for the Afro-American population""",1,Martin Luther King Jr.
1964,physics,,81,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",2,Charles H. Townes
1964,physics,,82,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4,Nicolay G. Basov
1964,physics,,83,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4,Aleksandr M. Prokhorov
1964,medicine,,378,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2,Konrad Bloch
1964,medicine,,379,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2,Feodor Lynen
1963,chemistry,,228,"""for their discoveries in the field of the chemistry and technology of high polymers""",2,Karl Ziegler
1963,chemistry,,229,"""for their discoveries in the field of the chemistry and technology of high polymers""",2,Giulio Natta
1963,literature,,635,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",1,Giorgos Seferis
1963,peace,,482,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",2,International Committee of the Red Cross 
1963,peace,,523,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",2,League of Red Cross Societies 
1963,physics,,78,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",2,Eugene Wigner
1963,physics,,79,"""for their discoveries concerning nuclear shell structure""",4,Maria Goeppert Mayer
1963,physics,,80,"""for their discoveries concerning nuclear shell structure""",4,J. Hans D. Jensen
1963,medicine,,375,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3,Sir John Eccles
1963,medicine,,376,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3,Alan Hodgkin
1963,medicine,,377,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3,Andrew Huxley
1962,chemistry,,226,"""for their studies of the structures of globular proteins""",2,Max F. Perutz
1962,chemistry,,227,"""for their studies of the structures of globular proteins""",2,John C. Kendrew
1962,literature,,634,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",1,John Steinbeck
1962,peace,,217,"""for his fight against the nuclear arms race between East and West""",1,Linus Pauling
1962,physics,,77,"""for his pioneering theories for condensed matter especially liquid helium""",1,Lev Landau
1962,medicine,,372,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3,Francis Crick
1962,medicine,,373,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3,James Watson
1962,medicine,,374,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3,Maurice Wilkins
1961,chemistry,,225,"""for his research on the carbon dioxide assimilation in plants""",1,Melvin Calvin
1961,literature,,633,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1,Ivo Andric
1961,peace,,520,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",1,Dag Hammarskjöld
1961,physics,,75,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",2,Robert Hofstadter
1961,physics,,76,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",2,Rudolf Mössbauer
1961,medicine,,371,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1,Georg von Békésy
1960,chemistry,,224,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",1,Willard F. Libby
1960,literature,,631,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1,Saint-John Perse
1960,peace,,519,"""for his non-violent struggle against apartheid""",1,Albert Lutuli
1960,physics,,74,"""for the invention of the bubble chamber""",1,Donald A. Glaser
1960,medicine,,369,"""for discovery of acquired immunological tolerance""",2,Sir Frank Macfarlane Burnet
1960,medicine,,370,"""for discovery of acquired immunological tolerance""",2,Peter Medawar
1959,chemistry,,223,"""for his discovery and development of the polarographic methods of analysis""",1,Jaroslav Heyrovsky
1959,literature,,630,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",1,Salvatore Quasimodo
1959,peace,,518,"""for his longstanding contribution to the cause of disarmament and peace""",1,Philip Noel-Baker
1959,physics,,72,"""for their discovery of the antiproton""",2,Emilio Segrè
1959,physics,,73,"""for their discovery of the antiproton""",2,Owen Chamberlain
1959,medicine,,367,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",2,Severo Ochoa
1959,medicine,,368,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",2,Arthur Kornberg
1958,chemistry,,222,"""for his work on the structure of proteins especially that of insulin""",1,Frederick Sanger
1958,literature,,629,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",1,Boris Pasternak
1958,peace,,517,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",1,Georges Pire
1958,physics,,70,"""for the discovery and the interpretation of the Cherenkov effect""",3,Pavel A. Cherenkov
1958,physics,,71,"""for the discovery and the interpretation of the Cherenkov effect""",3,Igor Y. Tamm
1958,physics,,721,"""for the discovery and the interpretation of the Cherenkov effect""",3,Il´ja M. Frank
1958,medicine,,364,"""for their discovery that genes act by regulating definite chemical events""",4,George Beadle
1958,medicine,,365,"""for their discovery that genes act by regulating definite chemical events""",4,Edward Tatum
1958,medicine,,366,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",2,Joshua Lederberg
1957,chemistry,,221,"""for his work on nucleotides and nucleotide co-enzymes""",1,Lord Todd
1957,literature,,628,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",1,Albert Camus
1957,peace,,516,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",1,Lester Bowles Pearson
1957,physics,,68,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",2,Chen Ning Yang
1957,physics,,69,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",2,Tsung-Dao Lee
1957,medicine,,363,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",1,Daniel Bovet
1956,chemistry,,219,"""for their researches into the mechanism of chemical reactions""",2,Sir Cyril Hinshelwood
1956,chemistry,,220,"""for their researches into the mechanism of chemical reactions""",2,Nikolay Semenov
1956,literature,,627,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",1,Juan Ramón Jiménez
1956,physics,,65,"""for their researches on semiconductors and their discovery of the transistor effect""",3,William B. Shockley
1956,physics,,66,"""for their researches on semiconductors and their discovery of the transistor effect""",3,John Bardeen
1956,physics,,67,"""for their researches on semiconductors and their discovery of the transistor effect""",3,Walter H. Brattain
1956,medicine,,360,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3,André F. Cournand
1956,medicine,,361,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3,Werner Forssmann
1956,medicine,,362,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3,Dickinson W. Richards
1955,chemistry,,218,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",1,Vincent du Vigneaud
1955,literature,,626,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1,Halldór Laxness
1955,physics,,63,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",2,Willis E. Lamb
1955,physics,,64,"""for his precision determination of the magnetic moment of the electron""",2,Polykarp Kusch
1955,medicine,,359,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1,Hugo Theorell
1954,chemistry,,217,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",1,Linus Pauling
1954,literature,,625,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",1,Ernest Hemingway
1954,peace,,515,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",1,Office of the United Nations High Commissioner for Refugees 
1954,physics,,61,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",2,Max Born
1954,physics,,62,"""for the coincidence method and his discoveries made therewith""",2,Walther Bothe
1954,medicine,,356,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3,John F. Enders
1954,medicine,,357,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3,Thomas H. Weller
1954,medicine,,358,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3,Frederick C. Robbins
1953,chemistry,,216,"""for his discoveries in the field of macromolecular chemistry""",1,Hermann Staudinger
1953,literature,,624,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",1,Winston Churchill
1953,peace,,514,"""for proposing and supervising the plan for the economic recovery of Europe""",1,George C. Marshall
1953,physics,,60,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",1,Frits Zernike
1953,medicine,,354,"""for his discovery of the citric acid cycle""",2,Hans Krebs
1953,medicine,,355,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",2,Fritz Lipmann
1952,chemistry,,214,"""for their invention of partition chromatography""",2,Archer J.P. Martin
1952,chemistry,,215,"""for their invention of partition chromatography""",2,Richard L.M. Synge
1952,literature,,623,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",1,François Mauriac
1952,peace,,513,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",1,Albert Schweitzer
1952,physics,,58,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",2,Felix Bloch
1952,physics,,59,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",2,E. M. Purcell
1952,medicine,,353,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",1,Selman A. Waksman
1951,chemistry,,212,"""for their discoveries in the chemistry of the transuranium elements""",2,Edwin M. McMillan
1951,chemistry,,213,"""for their discoveries in the chemistry of the transuranium elements""",2,Glenn T. Seaborg
1951,literature,,622,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",1,Pär Lagerkvist
1951,peace,,512,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",1,Léon Jouhaux
1951,physics,,56,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",2,John Cockcroft
1951,physics,,57,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",2,Ernest T.S. Walton
1951,medicine,,352,"""for his discoveries concerning yellow fever and how to combat it""",1,Max Theiler
1950,chemistry,,210,"""for their discovery and development of the diene synthesis""",2,Otto Diels
1950,chemistry,,211,"""for their discovery and development of the diene synthesis""",2,Kurt Alder
1950,literature,,621,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",1,Bertrand Russell
1950,peace,,511,"""for his work as mediator in Palestine in 1948-1949""",1,Ralph Bunche
1950,physics,,55,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",1,Cecil Powell
1950,medicine,,349,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",3,Edward C. Kendall
1950,medicine,,350,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",3,Tadeus Reichstein
1950,medicine,,351,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",3,Philip S. Hench
1949,chemistry,,209,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",1,William F. Giauque
1949,literature,,620,"""for his powerful and artistically unique contribution to the modern American novel""",1,William Faulkner
1949,peace,,510,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",1,John Boyd Orr
1949,physics,,54,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",1,Hideki Yukawa
1949,medicine,,347,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",2,Walter Hess
1949,medicine,,348,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",2,Egas Moniz
1948,chemistry,,208,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",1,Arne Tiselius
1948,literature,,619,"""for his outstanding pioneer contribution to present-day poetry""",1,T.S. Eliot
1948,physics,,53,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",1,Patrick M.S. Blackett
1948,medicine,,346,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",1,Paul Müller
1947,chemistry,,207,"""for his investigations on plant products of biological importance especially the alkaloids""",1,Sir Robert Robinson
1947,literature,,618,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",1,André Gide
1947,peace,,508,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",2,Friends Service Council 
1947,peace,,509,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",2,American Friends Service Committee 
1947,physics,,52,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",1,Edward V. Appleton
1947,medicine,,343,"""for their discovery of the course of the catalytic conversion of glycogen""",4,Carl Cori
1947,medicine,,344,"""for their discovery of the course of the catalytic conversion of glycogen""",4,Gerty Cori
1947,medicine,,345,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",2,Bernardo Houssay
1946,chemistry,,204,"""for his discovery that enzymes can be crystallized""",2,James B. Sumner
1946,chemistry,,205,"""for their preparation of enzymes and virus proteins in a pure form""",4,John H. Northrop
1946,chemistry,,206,"""for their preparation of enzymes and virus proteins in a pure form""",4,Wendell M. Stanley
1946,literature,,617,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",1,Hermann Hesse
1946,peace,,506,"""for her lifelong work for the cause of peace""",2,Emily Greene Balch
1946,peace,,507,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",2,John R. Mott
1946,physics,,51,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",1,Percy W. Bridgman
1946,medicine,,342,"""for the discovery of the production of mutations by means of X-ray irradiation""",1,Hermann J. Muller
1945,chemistry,,203,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method""",1,Artturi Virtanen
1945,literature,,615,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",1,Gabriela Mistral
1945,peace,,505,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",1,Cordell Hull
1945,physics,,50,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",1,Wolfgang Pauli
